State,County,School Breakfast Program participants (change % children) 2012-17 (PCH_SBP_12_17),Units,FIPS,FID
Montana,Fallon,3.3773734380122455,Percentage points,30025,1165
Montana,Fergus,3.3773734380122455,Percentage points,30027,1169
Montana,Flathead,3.3773734380122455,Percentage points,30029,1173
Montana,Gallatin,3.3773734380122455,Percentage points,30031,1177
Montana,Garfield,3.3773734380122455,Percentage points,30033,1182
Montana,Glacier,3.3773734380122455,Percentage points,30035,1186
Montana,Golden Valley,3.3773734380122455,Percentage points,30037,1189
Montana,Granite,3.3773734380122455,Percentage points,30039,1192
Montana,Hill,3.3773734380122455,Percentage points,30041,1195
Montana,Jefferson,3.3773734380122455,Percentage points,30043,1199
Montana,Judith Basin,3.3773734380122455,Percentage points,30045,1202
Montana,Lake,3.3773734380122455,Percentage points,30047,1207
Montana,Lewis and Clark,3.3773734380122455,Percentage points,30049,1211
Montana,Liberty,3.3773734380122455,Percentage points,30051,1214
Montana,Lincoln,3.3773734380122455,Percentage points,30053,1219
Montana,McCone,3.3773734380122455,Percentage points,30055,1223
Montana,Madison,3.3773734380122455,Percentage points,30057,1226
Montana,Meagher,3.3773734380122455,Percentage points,30059,1231
Montana,Mineral,3.3773734380122455,Percentage points,30061,1234
Montana,Missoula,3.3773734380122455,Percentage points,30063,1239
Montana,Musselshell,3.3773734380122455,Percentage points,30065,1241
Montana,Park,3.3773734380122455,Percentage points,30067,1244
Montana,Petroleum,3.3773734380122455,Percentage points,30069,1247
Montana,Phillips,3.3773734380122455,Percentage points,30071,1250
Montana,Pondera,3.3773734380122455,Percentage points,30073,1254
Montana,Powder River,3.3773734380122455,Percentage points,30075,1259
Montana,Powell,3.3773734380122455,Percentage points,30077,1262
Montana,Prairie,3.3773734380122455,Percentage points,30079,1264
Montana,Ravalli,3.3773734380122455,Percentage points,30081,1268
Montana,Richland,3.3773734380122455,Percentage points,30083,1271
Montana,Roosevelt,3.3773734380122455,Percentage points,30085,1275
Montana,Rosebud,3.3773734380122455,Percentage points,30087,1277
Montana,Sanders,3.3773734380122455,Percentage points,30089,1278
Montana,Sheridan,3.3773734380122455,Percentage points,30091,1281
Montana,Silver Bow,3.3773734380122455,Percentage points,30093,1284
Montana,Stillwater,3.3773734380122455,Percentage points,30095,1286
Montana,Sweet Grass,3.3773734380122455,Percentage points,30097,1288
Montana,Teton,3.3773734380122455,Percentage points,30099,1290
Montana,Toole,3.3773734380122455,Percentage points,30101,1292
Montana,Treasure,3.3773734380122455,Percentage points,30103,1293
Montana,Valley,3.3773734380122455,Percentage points,30105,1296
Montana,Wheatland,3.3773734380122455,Percentage points,30107,1298
Montana,Wibaux,3.3773734380122455,Percentage points,30109,1300
Montana,Yellowstone,3.3773734380122455,Percentage points,30111,1302
Nebraska,Adams,2.4505888239696034,Percentage points,31001,1303
Nebraska,Antelope,2.4505888239696034,Percentage points,31003,1305
Nebraska,Arthur,2.4505888239696034,Percentage points,31005,1307
Nebraska,Banner,2.4505888239696034,Percentage points,31007,1308
Nebraska,Blaine,2.4505888239696034,Percentage points,31009,1309
Nebraska,Boone,2.4505888239696034,Percentage points,31011,1310
Nebraska,Box Butte,2.4505888239696034,Percentage points,31013,1315
Nebraska,Boyd,2.4505888239696034,Percentage points,31015,1317
Nebraska,Brown,2.4505888239696034,Percentage points,31017,1319
Nebraska,Buffalo,2.4505888239696034,Percentage points,31019,1321
Nebraska,Burt,2.4505888239696034,Percentage points,31021,1323
Nebraska,Butler,2.4505888239696034,Percentage points,31023,1325
Nebraska,Cass,2.4505888239696034,Percentage points,31025,1326
Nebraska,Cedar,2.4505888239696034,Percentage points,31027,1329
Nebraska,Chase,2.4505888239696034,Percentage points,31029,1330
Nebraska,Cherry,2.4505888239696034,Percentage points,31031,1333
Nebraska,Cheyenne,2.4505888239696034,Percentage points,31033,1334
Nebraska,Clay,2.4505888239696034,Percentage points,31035,1336
Nebraska,Colfax,2.4505888239696034,Percentage points,31037,1338
Nebraska,Cuming,2.4505888239696034,Percentage points,31039,1340
Nebraska,Custer,2.4505888239696034,Percentage points,31041,1342
Nebraska,Dakota,2.4505888239696034,Percentage points,31043,1344
Nebraska,Dawes,2.4505888239696034,Percentage points,31045,1347
Nebraska,Dawson,2.4505888239696034,Percentage points,31047,1349
Nebraska,Deuel,2.4505888239696034,Percentage points,31049,1351
Nebraska,Dixon,2.4505888239696034,Percentage points,31051,1353
Nebraska,Dodge,2.4505888239696034,Percentage points,31053,1354
Nebraska,Douglas,2.4505888239696034,Percentage points,31055,1358
Nebraska,Dundy,2.4505888239696034,Percentage points,31057,1360
Nebraska,Fillmore,2.4505888239696034,Percentage points,31059,1363
Nebraska,Franklin,2.4505888239696034,Percentage points,31061,1369
Nebraska,Frontier,2.4505888239696034,Percentage points,31063,1371
Nebraska,Furnas,2.4505888239696034,Percentage points,31065,1374
Nebraska,Gage,2.4505888239696034,Percentage points,31067,1378
Nebraska,Garden,2.4505888239696034,Percentage points,31069,1381
Nebraska,Garfield,2.4505888239696034,Percentage points,31071,1391
Nebraska,Gosper,2.4505888239696034,Percentage points,31073,1393
Nebraska,Grant,2.4505888239696034,Percentage points,31075,1395
Nebraska,Greeley,2.4505888239696034,Percentage points,31077,1397
Nebraska,Hall,2.4505888239696034,Percentage points,31079,1402
Nebraska,Hamilton,2.4505888239696034,Percentage points,31081,1405
Nebraska,Harlan,2.4505888239696034,Percentage points,31083,1409
Nebraska,Hayes,2.4505888239696034,Percentage points,31085,1411
Nebraska,Hitchcock,2.4505888239696034,Percentage points,31087,1414
Nebraska,Holt,2.4505888239696034,Percentage points,31089,1416
Nebraska,Hooker,2.4505888239696034,Percentage points,31091,1418
Nebraska,Howard,2.4505888239696034,Percentage points,31093,1311
Nebraska,Jefferson,2.4505888239696034,Percentage points,31095,1312
Nebraska,Johnson,2.4505888239696034,Percentage points,31097,1313
Nebraska,Kearney,2.4505888239696034,Percentage points,31099,1314
Nebraska,Keith,2.4505888239696034,Percentage points,31101,1316
Nebraska,Keya Paha,2.4505888239696034,Percentage points,31103,1318
Nebraska,Kimball,2.4505888239696034,Percentage points,31105,1320
Nebraska,Knox,2.4505888239696034,Percentage points,31107,1322
Nebraska,Lancaster,2.4505888239696034,Percentage points,31109,1324
Nebraska,Lincoln,2.4505888239696034,Percentage points,31111,1327
Nebraska,Logan,2.4505888239696034,Percentage points,31113,1328
Nebraska,Loup,2.4505888239696034,Percentage points,31115,1331
Nebraska,McPherson,2.4505888239696034,Percentage points,31117,1332
Nebraska,Madison,2.4505888239696034,Percentage points,31119,1335
Nebraska,Merrick,2.4505888239696034,Percentage points,31121,1337
Nebraska,Morrill,2.4505888239696034,Percentage points,31123,1339
Nebraska,Nance,2.4505888239696034,Percentage points,31125,1341
Nebraska,Nemaha,2.4505888239696034,Percentage points,31127,1343
Nebraska,Nuckolls,2.4505888239696034,Percentage points,31129,1345
Nebraska,Otoe,2.4505888239696034,Percentage points,31131,1348
Nebraska,Pawnee,2.4505888239696034,Percentage points,31133,1350
Nebraska,Perkins,2.4505888239696034,Percentage points,31135,1352
Nebraska,Phelps,2.4505888239696034,Percentage points,31137,1355
Nebraska,Pierce,2.4505888239696034,Percentage points,31139,1356
Nebraska,Platte,2.4505888239696034,Percentage points,31141,1359
Nebraska,Polk,2.4505888239696034,Percentage points,31143,1362
Nebraska,Red Willow,2.4505888239696034,Percentage points,31145,1364
Nebraska,Richardson,2.4505888239696034,Percentage points,31147,1365
Nebraska,Rock,2.4505888239696034,Percentage points,31149,1366
Nebraska,Saline,2.4505888239696034,Percentage points,31151,1367
Nebraska,Sarpy,2.4505888239696034,Percentage points,31153,1368
Nebraska,Saunders,2.4505888239696034,Percentage points,31155,1370
Nebraska,Scotts Bluff,2.4505888239696034,Percentage points,31157,1373
Nebraska,Seward,2.4505888239696034,Percentage points,31159,1375
Nebraska,Sheridan,2.4505888239696034,Percentage points,31161,1376
Nebraska,Sherman,2.4505888239696034,Percentage points,31163,1377
Nebraska,Sioux,2.4505888239696034,Percentage points,31165,1380
Nebraska,Stanton,2.4505888239696034,Percentage points,31167,1382
Nebraska,Thayer,2.4505888239696034,Percentage points,31169,1383
Nebraska,Thomas,2.4505888239696034,Percentage points,31171,1384
Nebraska,Thurston,2.4505888239696034,Percentage points,31173,1385
Nebraska,Valley,2.4505888239696034,Percentage points,31175,1386
Nebraska,Washington,2.4505888239696034,Percentage points,31177,1387
Nebraska,Wayne,2.4505888239696034,Percentage points,31179,1388
Nebraska,Webster,2.4505888239696034,Percentage points,31181,1389
Nebraska,Wheeler,2.4505888239696034,Percentage points,31183,1390
Nebraska,York,2.4505888239696034,Percentage points,31185,1392
Nevada,Churchill,10.170928278389244,Percentage points,32001,1396
Nevada,Clark,10.170928278389244,Percentage points,32003,1399
Nevada,Douglas,10.170928278389244,Percentage points,32005,1400
Nevada,Elko,10.170928278389244,Percentage points,32007,1401
Nevada,Esmeralda,10.170928278389244,Percentage points,32009,1404
Nevada,Eureka,10.170928278389244,Percentage points,32011,1406
Nevada,Humboldt,10.170928278389244,Percentage points,32013,1407
Nevada,Lander,10.170928278389244,Percentage points,32015,1408
Nevada,Lincoln,10.170928278389244,Percentage points,32017,1410
Nevada,Lyon,10.170928278389244,Percentage points,32019,1412
Nevada,Mineral,10.170928278389244,Percentage points,32021,1415
Nevada,Nye,10.170928278389244,Percentage points,32023,1417
Nevada,Pershing,10.170928278389244,Percentage points,32027,1419
Nevada,Storey,10.170928278389244,Percentage points,32029,1420
Nevada,Washoe,10.170928278389244,Percentage points,32031,1423
Nevada,White Pine,10.170928278389244,Percentage points,32033,1425
Nevada,Carson City,10.170928278389244,Percentage points,32510,1428
New Hampshire,Belknap,-0.6629188272745523,Percentage points,33001,1432
New Hampshire,Carroll,-0.6629188272745523,Percentage points,33003,1435
New Hampshire,Cheshire,-0.6629188272745523,Percentage points,33005,1437
New Hampshire,Coos,-0.6629188272745523,Percentage points,33007,1440
New Hampshire,Grafton,-0.6629188272745523,Percentage points,33009,1442
New Hampshire,Hillsborough,-0.6629188272745523,Percentage points,33011,1443
New Hampshire,Merrimack,-0.6629188272745523,Percentage points,33013,1444
New Hampshire,Rockingham,-0.6629188272745523,Percentage points,33015,1448
New Hampshire,Strafford,-0.6629188272745523,Percentage points,33017,1453
New Hampshire,Sullivan,-0.6629188272745523,Percentage points,33019,1454
New Jersey,Atlantic,7.821121264896101,Percentage points,34001,1461
New Jersey,Bergen,7.821121264896101,Percentage points,34003,1465
New Jersey,Burlington,7.821121264896101,Percentage points,34005,1470
New Jersey,Camden,7.821121264896101,Percentage points,34007,1472
New Jersey,Cape May,7.821121264896101,Percentage points,34009,1477
New Jersey,Cumberland,7.821121264896101,Percentage points,34011,1482
New Jersey,Essex,7.821121264896101,Percentage points,34013,1483
New Jersey,Gloucester,7.821121264896101,Percentage points,34015,1484
New Jersey,Hudson,7.821121264896101,Percentage points,34017,1487
New Jersey,Hunterdon,7.821121264896101,Percentage points,34019,1488
New Jersey,Mercer,7.821121264896101,Percentage points,34021,1493
New Jersey,Middlesex,7.821121264896101,Percentage points,34023,1497
New Jersey,Monmouth,7.821121264896101,Percentage points,34025,1504
New Jersey,Morris,7.821121264896101,Percentage points,34027,1511
New Jersey,Ocean,7.821121264896101,Percentage points,34029,1546
New Jersey,Passaic,7.821121264896101,Percentage points,34031,1551
New Jersey,Salem,7.821121264896101,Percentage points,34033,1553
New Jersey,Somerset,7.821121264896101,Percentage points,34035,1558
New Jersey,Sussex,7.821121264896101,Percentage points,34037,1561
New Jersey,Union,7.821121264896101,Percentage points,34039,1566
New Jersey,Warren,7.821121264896101,Percentage points,34041,1570
New Mexico,Bernalillo,0.3761448071524853,Percentage points,35001,1574
New Mexico,Catron,0.3761448071524853,Percentage points,35003,1576
New Mexico,Chaves,0.3761448071524853,Percentage points,35005,1578
New Mexico,Cibola,0.3761448071524853,Percentage points,35006,1580
New Mexico,Colfax,0.3761448071524853,Percentage points,35007,1582
New Mexico,Curry,0.3761448071524853,Percentage points,35009,1586
New Mexico,De Baca,0.3761448071524853,Percentage points,35011,1589
New Mexico,Doña Ana,0.3761448071524853,Percentage points,35013,
New Mexico,Eddy,0.3761448071524853,Percentage points,35015,1592
New Mexico,Grant,0.3761448071524853,Percentage points,35017,1594
New Mexico,Guadalupe,0.3761448071524853,Percentage points,35019,1595
New Mexico,Harding,0.3761448071524853,Percentage points,35021,1597
New Mexico,Hidalgo,0.3761448071524853,Percentage points,35023,1600
New Mexico,Lea,0.3761448071524853,Percentage points,35025,1604
New Mexico,Lincoln,0.3761448071524853,Percentage points,35027,1613
New Mexico,Los Alamos,0.3761448071524853,Percentage points,35028,1618
New Mexico,Luna,0.3761448071524853,Percentage points,35029,1622
New Mexico,McKinley,0.3761448071524853,Percentage points,35031,1626
New Mexico,Mora,0.3761448071524853,Percentage points,35033,1629
New Mexico,Otero,0.3761448071524853,Percentage points,35035,1633
New Mexico,Quay,0.3761448071524853,Percentage points,35037,1637
New Mexico,Rio Arriba,0.3761448071524853,Percentage points,35039,1639
New Mexico,Roosevelt,0.3761448071524853,Percentage points,35041,1642
New Mexico,Sandoval,0.3761448071524853,Percentage points,35043,1646
New Mexico,San Juan,0.3761448071524853,Percentage points,35045,1650
New Mexico,San Miguel,0.3761448071524853,Percentage points,35047,1652
New Mexico,Santa Fe,0.3761448071524853,Percentage points,35049,1654
New Mexico,Sierra,0.3761448071524853,Percentage points,35051,1657
New Mexico,Socorro,0.3761448071524853,Percentage points,35053,1659
New Mexico,Taos,0.3761448071524853,Percentage points,35055,1662
New Mexico,Torrance,0.3761448071524853,Percentage points,35057,1664
New Mexico,Union,0.3761448071524853,Percentage points,35059,1667
New Mexico,Valencia,0.3761448071524853,Percentage points,35061,1670
New York,Albany,4.691526632668314,Percentage points,36001,1673
New York,Allegany,4.691526632668314,Percentage points,36003,1674
New York,Bronx,4.691526632668314,Percentage points,36005,1681
New York,Broome,4.691526632668314,Percentage points,36007,1683
New York,Cattaraugus,4.691526632668314,Percentage points,36009,1687
New York,Cayuga,4.691526632668314,Percentage points,36011,1689
New York,Chautauqua,4.691526632668314,Percentage points,36013,1694
New York,Chemung,4.691526632668314,Percentage points,36015,1696
New York,Chenango,4.691526632668314,Percentage points,36017,1699
New York,Clinton,4.691526632668314,Percentage points,36019,1702
New York,Columbia,4.691526632668314,Percentage points,36021,1704
New York,Cortland,4.691526632668314,Percentage points,36023,1706
New York,Delaware,4.691526632668314,Percentage points,36025,1707
New York,Dutchess,4.691526632668314,Percentage points,36027,1711
New York,Erie,4.691526632668314,Percentage points,36029,1723
New York,Essex,4.691526632668314,Percentage points,36031,1728
New York,Franklin,4.691526632668314,Percentage points,36033,1731
New York,Fulton,4.691526632668314,Percentage points,36035,1734
New York,Genesee,4.691526632668314,Percentage points,36037,1736
New York,Greene,4.691526632668314,Percentage points,36039,1739
New York,Hamilton,4.691526632668314,Percentage points,36041,1742
New York,Herkimer,4.691526632668314,Percentage points,36043,1745
New York,Jefferson,4.691526632668314,Percentage points,36045,1782
New York,Kings,4.691526632668314,Percentage points,36047,1788
New York,Lewis,4.691526632668314,Percentage points,36049,1790
New York,Livingston,4.691526632668314,Percentage points,36051,1791
New York,Madison,4.691526632668314,Percentage points,36053,1796
New York,Monroe,4.691526632668314,Percentage points,36055,1804
New York,Montgomery,4.691526632668314,Percentage points,36057,1807
New York,Nassau,4.691526632668314,Percentage points,36059,1839
New York,New York,4.691526632668314,Percentage points,36061,1847
New York,Niagara,4.691526632668314,Percentage points,36063,1850
New York,Oneida,4.691526632668314,Percentage points,36065,1852
New York,Onondaga,4.691526632668314,Percentage points,36067,1853
New York,Ontario,4.691526632668314,Percentage points,36069,1856
New York,Orange,4.691526632668314,Percentage points,36071,1859
New York,Orleans,4.691526632668314,Percentage points,36073,1862
New York,Oswego,4.691526632668314,Percentage points,36075,1864
New York,Otsego,4.691526632668314,Percentage points,36077,1868
New York,Putnam,4.691526632668314,Percentage points,36079,1870
New York,Queens,4.691526632668314,Percentage points,36081,1872
New York,Rensselaer,4.691526632668314,Percentage points,36083,1874
New York,Richmond,4.691526632668314,Percentage points,36085,1876
New York,Rockland,4.691526632668314,Percentage points,36087,1879
New York,St. Lawrence,4.691526632668314,Percentage points,36089,1883
New York,Saratoga,4.691526632668314,Percentage points,36091,1885
New York,Schenectady,4.691526632668314,Percentage points,36093,1887
New York,Schoharie,4.691526632668314,Percentage points,36095,1888
New York,Schuyler,4.691526632668314,Percentage points,36097,1889
New York,Seneca,4.691526632668314,Percentage points,36099,1890
New York,Steuben,4.691526632668314,Percentage points,36101,1891
New York,Suffolk,4.691526632668314,Percentage points,36103,1924
New York,Sullivan,4.691526632668314,Percentage points,36105,1928
New York,Tioga,4.691526632668314,Percentage points,36107,1930
New York,Tompkins,4.691526632668314,Percentage points,36109,1933
New York,Ulster,4.691526632668314,Percentage points,36111,1935
New York,Warren,4.691526632668314,Percentage points,36113,1938
New York,Washington,4.691526632668314,Percentage points,36115,1942
New York,Wayne,4.691526632668314,Percentage points,36117,1952
New York,Westchester,4.691526632668314,Percentage points,36119,1960
New York,Wyoming,4.691526632668314,Percentage points,36121,1962
New York,Yates,4.691526632668314,Percentage points,36123,1965
North Carolina,Alamance,2.9643450151527126,Percentage points,37001,1967
North Carolina,Alexander,2.9643450151527126,Percentage points,37003,1968
North Carolina,Alleghany,2.9643450151527126,Percentage points,37005,1970
North Carolina,Anson,2.9643450151527126,Percentage points,37007,1972
North Carolina,Ashe,2.9643450151527126,Percentage points,37009,1975
North Carolina,Avery,2.9643450151527126,Percentage points,37011,1977
North Carolina,Beaufort,2.9643450151527126,Percentage points,37013,1981
North Carolina,Bertie,2.9643450151527126,Percentage points,37015,1983
North Carolina,Bladen,2.9643450151527126,Percentage points,37017,1986
North Carolina,Brunswick,2.9643450151527126,Percentage points,37019,1995
North Carolina,Buncombe,2.9643450151527126,Percentage points,37021,1422
North Carolina,Burke,2.9643450151527126,Percentage points,37023,1424
North Carolina,Cabarrus,2.9643450151527126,Percentage points,37025,1426
North Carolina,Caldwell,2.9643450151527126,Percentage points,37027,1429
North Carolina,Camden,2.9643450151527126,Percentage points,37029,1433
North Carolina,Carteret,2.9643450151527126,Percentage points,37031,1447
North Carolina,Caswell,2.9643450151527126,Percentage points,37033,1449
North Carolina,Catawba,2.9643450151527126,Percentage points,37035,1450
North Carolina,Chatham,2.9643450151527126,Percentage points,37037,1451
North Carolina,Cherokee,2.9643450151527126,Percentage points,37039,1452
North Carolina,Chowan,2.9643450151527126,Percentage points,37041,1455
North Carolina,Clay,2.9643450151527126,Percentage points,37043,1457
North Carolina,Cleveland,2.9643450151527126,Percentage points,37045,1458
North Carolina,Columbus,2.9643450151527126,Percentage points,37047,1459
North Carolina,Craven,2.9643450151527126,Percentage points,37049,1462
North Carolina,Cumberland,2.9643450151527126,Percentage points,37051,1464
North Carolina,Currituck,2.9643450151527126,Percentage points,37053,1481
North Carolina,Dare,2.9643450151527126,Percentage points,37055,1485
North Carolina,Davidson,2.9643450151527126,Percentage points,37057,1489
North Carolina,Davie,2.9643450151527126,Percentage points,37059,1490
North Carolina,Duplin,2.9643450151527126,Percentage points,37061,1492
North Carolina,Durham,2.9643450151527126,Percentage points,37063,1494
North Carolina,Edgecombe,2.9643450151527126,Percentage points,37065,1495
North Carolina,Forsyth,2.9643450151527126,Percentage points,37067,1496
North Carolina,Franklin,2.9643450151527126,Percentage points,37069,1498
North Carolina,Gaston,2.9643450151527126,Percentage points,37071,1499
North Carolina,Gates,2.9643450151527126,Percentage points,37073,1500
North Carolina,Graham,2.9643450151527126,Percentage points,37075,1502
North Carolina,Granville,2.9643450151527126,Percentage points,37077,1503
North Carolina,Greene,2.9643450151527126,Percentage points,37079,1505
North Carolina,Guilford,2.9643450151527126,Percentage points,37081,1506
North Carolina,Halifax,2.9643450151527126,Percentage points,37083,1508
North Carolina,Harnett,2.9643450151527126,Percentage points,37085,1509
North Carolina,Haywood,2.9643450151527126,Percentage points,37087,1512
North Carolina,Henderson,2.9643450151527126,Percentage points,37089,1514
North Carolina,Hertford,2.9643450151527126,Percentage points,37091,1515
North Carolina,Hoke,2.9643450151527126,Percentage points,37093,1517
North Carolina,Hyde,2.9643450151527126,Percentage points,37095,1521
North Carolina,Iredell,2.9643450151527126,Percentage points,37097,1525
North Carolina,Jackson,2.9643450151527126,Percentage points,37099,1528
North Carolina,Johnston,2.9643450151527126,Percentage points,37101,1530
North Carolina,Jones,2.9643450151527126,Percentage points,37103,1536
North Carolina,Lee,2.9643450151527126,Percentage points,37105,1540
North Carolina,Lenoir,2.9643450151527126,Percentage points,37107,1542
North Carolina,Lincoln,2.9643450151527126,Percentage points,37109,1545
North Carolina,McDowell,2.9643450151527126,Percentage points,37111,1554
North Carolina,Macon,2.9643450151527126,Percentage points,37113,1556
North Carolina,Madison,2.9643450151527126,Percentage points,37115,1560
North Carolina,Martin,2.9643450151527126,Percentage points,37117,1563
North Carolina,Mecklenburg,2.9643450151527126,Percentage points,37119,1565
North Carolina,Mitchell,2.9643450151527126,Percentage points,37121,1568
North Carolina,Montgomery,2.9643450151527126,Percentage points,37123,1573
North Carolina,Moore,2.9643450151527126,Percentage points,37125,1584
North Carolina,Nash,2.9643450151527126,Percentage points,37127,1588
North Carolina,New Hanover,2.9643450151527126,Percentage points,37129,1602
North Carolina,Northampton,2.9643450151527126,Percentage points,37131,1606
North Carolina,Onslow,2.9643450151527126,Percentage points,37133,1625
North Carolina,Orange,2.9643450151527126,Percentage points,37135,1630
North Carolina,Pamlico,2.9643450151527126,Percentage points,37137,1703
North Carolina,Pasquotank,2.9643450151527126,Percentage points,37139,1714
North Carolina,Pender,2.9643450151527126,Percentage points,37141,1718
North Carolina,Perquimans,2.9643450151527126,Percentage points,37143,1724
North Carolina,Person,2.9643450151527126,Percentage points,37145,1729
North Carolina,Pitt,2.9643450151527126,Percentage points,37147,1733
North Carolina,Polk,2.9643450151527126,Percentage points,37149,1738
North Carolina,Randolph,2.9643450151527126,Percentage points,37151,1741
North Carolina,Richmond,2.9643450151527126,Percentage points,37153,1744
North Carolina,Robeson,2.9643450151527126,Percentage points,37155,1747
North Carolina,Rockingham,2.9643450151527126,Percentage points,37157,1751
North Carolina,Rowan,2.9643450151527126,Percentage points,37159,1754
North Carolina,Rutherford,2.9643450151527126,Percentage points,37161,1764
North Carolina,Sampson,2.9643450151527126,Percentage points,37163,1769
North Carolina,Scotland,2.9643450151527126,Percentage points,37165,1772
North Carolina,Stanly,2.9643450151527126,Percentage points,37167,1775
North Carolina,Stokes,2.9643450151527126,Percentage points,37169,1777
North Carolina,Surry,2.9643450151527126,Percentage points,37171,1780
North Carolina,Swain,2.9643450151527126,Percentage points,37173,1784
North Carolina,Transylvania,2.9643450151527126,Percentage points,37175,1786
North Carolina,Tyrrell,2.9643450151527126,Percentage points,37177,1794
North Carolina,Union,2.9643450151527126,Percentage points,37179,1798
North Carolina,Vance,2.9643450151527126,Percentage points,37181,1801
North Carolina,Wake,2.9643450151527126,Percentage points,37183,1805
North Carolina,Warren,2.9643450151527126,Percentage points,37185,1809
North Carolina,Washington,2.9643450151527126,Percentage points,37187,1811
North Carolina,Watauga,2.9643450151527126,Percentage points,37189,1813
North Carolina,Wayne,2.9643450151527126,Percentage points,37191,1814
North Carolina,Wilkes,2.9643450151527126,Percentage points,37193,1817
North Carolina,Wilson,2.9643450151527126,Percentage points,37195,1819
North Carolina,Yadkin,2.9643450151527126,Percentage points,37197,1821
North Carolina,Yancey,2.9643450151527126,Percentage points,37199,1823
North Dakota,Adams,0.4382367198246122,Percentage points,38001,1826
North Dakota,Barnes,0.4382367198246122,Percentage points,38003,1828
North Dakota,Benson,0.4382367198246122,Percentage points,38005,1831
North Dakota,Billings,0.4382367198246122,Percentage points,38007,1833
North Dakota,Bottineau,0.4382367198246122,Percentage points,38009,1836
North Dakota,Bowman,0.4382367198246122,Percentage points,38011,1838
North Dakota,Burke,0.4382367198246122,Percentage points,38013,1841
North Dakota,Burleigh,0.4382367198246122,Percentage points,38015,1844
North Dakota,Cass,0.4382367198246122,Percentage points,38017,1848
North Dakota,Cavalier,0.4382367198246122,Percentage points,38019,1849
North Dakota,Dickey,0.4382367198246122,Percentage points,38021,2004
North Dakota,Divide,0.4382367198246122,Percentage points,38023,2007
North Dakota,Dunn,0.4382367198246122,Percentage points,38025,2013
North Dakota,Eddy,0.4382367198246122,Percentage points,38027,2017
North Dakota,Emmons,0.4382367198246122,Percentage points,38029,2021
North Dakota,Foster,0.4382367198246122,Percentage points,38031,2026
North Dakota,Golden Valley,0.4382367198246122,Percentage points,38033,2036
North Dakota,Grand Forks,0.4382367198246122,Percentage points,38035,2043
North Dakota,Grant,0.4382367198246122,Percentage points,38037,2051
North Dakota,Griggs,0.4382367198246122,Percentage points,38039,2056
North Dakota,Hettinger,0.4382367198246122,Percentage points,38041,2063
North Dakota,Kidder,0.4382367198246122,Percentage points,38043,2068
North Dakota,LaMoure,0.4382367198246122,Percentage points,38045,2074
North Dakota,Logan,0.4382367198246122,Percentage points,38047,2078
North Dakota,McHenry,0.4382367198246122,Percentage points,38049,2082
North Dakota,McIntosh,0.4382367198246122,Percentage points,38051,2090
North Dakota,McKenzie,0.4382367198246122,Percentage points,38053,2097
North Dakota,McLean,0.4382367198246122,Percentage points,38055,2103
North Dakota,Mercer,0.4382367198246122,Percentage points,38057,2107
North Dakota,Morton,0.4382367198246122,Percentage points,38059,2114
North Dakota,Mountrail,0.4382367198246122,Percentage points,38061,2119
North Dakota,Nelson,0.4382367198246122,Percentage points,38063,2122
North Dakota,Oliver,0.4382367198246122,Percentage points,38065,2127
North Dakota,Pembina,0.4382367198246122,Percentage points,38067,2131
North Dakota,Pierce,0.4382367198246122,Percentage points,38069,2136
North Dakota,Ramsey,0.4382367198246122,Percentage points,38071,2141
North Dakota,Ransom,0.4382367198246122,Percentage points,38073,2147
North Dakota,Renville,0.4382367198246122,Percentage points,38075,2150
North Dakota,Richland,0.4382367198246122,Percentage points,38077,2156
North Dakota,Rolette,0.4382367198246122,Percentage points,38079,2161
North Dakota,Sargent,0.4382367198246122,Percentage points,38081,2164
North Dakota,Sheridan,0.4382367198246122,Percentage points,38083,2169
North Dakota,Sioux,0.4382367198246122,Percentage points,38085,2175
North Dakota,Slope,0.4382367198246122,Percentage points,38087,2180
North Dakota,Stark,0.4382367198246122,Percentage points,38089,2182
North Dakota,Steele,0.4382367198246122,Percentage points,38091,2186
North Dakota,Stutsman,0.4382367198246122,Percentage points,38093,2199
North Dakota,Towner,0.4382367198246122,Percentage points,38095,2205
North Dakota,Traill,0.4382367198246122,Percentage points,38097,2217
North Dakota,Walsh,0.4382367198246122,Percentage points,38099,2225
North Dakota,Ward,0.4382367198246122,Percentage points,38101,2233
North Dakota,Wells,0.4382367198246122,Percentage points,38103,2237
North Dakota,Williams,0.4382367198246122,Percentage points,38105,2244
Ohio,Adams,2.406964970881507,Percentage points,39001,2248
Ohio,Allen,2.406964970881507,Percentage points,39003,2250
Ohio,Ashland,2.406964970881507,Percentage points,39005,2254
Ohio,Ashtabula,2.406964970881507,Percentage points,39007,2259
Ohio,Athens,2.406964970881507,Percentage points,39009,2266
Ohio,Auglaize,2.406964970881507,Percentage points,39011,2273
Ohio,Belmont,2.406964970881507,Percentage points,39013,2278
Ohio,Brown,2.406964970881507,Percentage points,39015,2282
Ohio,Butler,2.406964970881507,Percentage points,39017,2286
Ohio,Carroll,2.406964970881507,Percentage points,39019,2289
Ohio,Champaign,2.406964970881507,Percentage points,39021,2291
Ohio,Clark,2.406964970881507,Percentage points,39023,2300
Ohio,Clermont,2.406964970881507,Percentage points,39025,2306
Ohio,Clinton,2.406964970881507,Percentage points,39027,2310
