State,County,Vegetable acres harvested for fresh market per 1000 pop (% change) 2007 - 12 (PCH_FRESHVEG_ACRESPTH_07_12),Units,FIPS,FID
Idaho,Boundary,9.2280701754386,% change,16021.0,405
Idaho,Butte,nan,% change,16023.0,414
Idaho,Camas,nan,% change,16025.0,429
Idaho,Canyon,-4.79638792045385,% change,16027.0,441
Idaho,Caribou,41.189440580577546,% change,16029.0,449
Idaho,Cassia,3.228757696754138,% change,16031.0,456
Idaho,Clark,nan,% change,16033.0,464
Idaho,Clearwater,nan,% change,16035.0,474
Idaho,Custer,nan,% change,16037.0,484
Idaho,Elmore,128.9879877357302,% change,16039.0,490
Idaho,Franklin,nan,% change,16041.0,498
Idaho,Fremont,38.3831521190128,% change,16043.0,502
Idaho,Gem,nan,% change,16045.0,510
Idaho,Gooding,-7.672465294638964,% change,16047.0,519
Idaho,Idaho,-51.93538555318501,% change,16049.0,528
Idaho,Jefferson,-27.802698335332288,% change,16051.0,540
Idaho,Jerome,-40.26594128839532,% change,16053.0,547
Idaho,Kootenai,-3.3765470567763307,% change,16055.0,552
Idaho,Latah,121.1102089281193,% change,16057.0,559
Idaho,Lemhi,nan,% change,16059.0,566
Idaho,Lewis,nan,% change,16061.0,574
Idaho,Lincoln,nan,% change,16063.0,578
Idaho,Madison,nan,% change,16065.0,581
Idaho,Minidoka,18.771013618395834,% change,16067.0,585
Idaho,Nez Perce,230.2835768083708,% change,16069.0,589
Idaho,Oneida,nan,% change,16071.0,593
Idaho,Owyhee,nan,% change,16073.0,601
Idaho,Payette,-24.4082927001193,% change,16075.0,606
Idaho,Power,nan,% change,16077.0,613
Idaho,Shoshone,nan,% change,16079.0,621
Idaho,Teton,nan,% change,16081.0,627
Idaho,Twin Falls,-72.76944335438701,% change,16083.0,634
Idaho,Valley,756.0382714751341,% change,16085.0,643
Idaho,Washington,17.862742658038822,% change,16087.0,649
Illinois,Adams,nan,% change,17001.0,650
Illinois,Alexander,nan,% change,17003.0,651
Illinois,Bond,nan,% change,17005.0,652
Illinois,Boone,-2.1585590103644194,% change,17007.0,653
Illinois,Brown,nan,% change,17009.0,654
Illinois,Bureau,-89.09198754976751,% change,17011.0,2
Illinois,Calhoun,nan,% change,17013.0,4
Illinois,Carroll,nan,% change,17015.0,6
Illinois,Cass,nan,% change,17017.0,10
Illinois,Champaign,nan,% change,17019.0,12
Illinois,Christian,nan,% change,17021.0,14
Illinois,Clark,293.6290703161868,% change,17023.0,19
Illinois,Clay,nan,% change,17025.0,22
Illinois,Clinton,-100.0,% change,17027.0,27
Illinois,Coles,nan,% change,17029.0,30
Illinois,Cook,nan,% change,17031.0,36
Illinois,Crawford,nan,% change,17033.0,40
Illinois,Cumberland,nan,% change,17035.0,44
Illinois,DeKalb,155.39885479709574,% change,17037.0,49
Illinois,De Witt,nan,% change,17039.0,53
Illinois,Douglas,151.01553985872854,% change,17041.0,55
Illinois,DuPage,nan,% change,17043.0,64
Illinois,Edgar,nan,% change,17045.0,66
Illinois,Edwards,nan,% change,17047.0,71
Illinois,Effingham,nan,% change,17049.0,76
Illinois,Fayette,nan,% change,17051.0,79
Illinois,Ford,nan,% change,17053.0,81
Illinois,Franklin,nan,% change,17055.0,85
Illinois,Fulton,nan,% change,17057.0,89
Illinois,Gallatin,nan,% change,17059.0,92
Illinois,Greene,nan,% change,17061.0,96
Illinois,Grundy,nan,% change,17063.0,99
Illinois,Hamilton,nan,% change,17065.0,106
Illinois,Hancock,nan,% change,17067.0,111
Illinois,Hardin,nan,% change,17069.0,113
Illinois,Henderson,nan,% change,17071.0,117
Illinois,Henry,nan,% change,17073.0,121
Illinois,Iroquois,nan,% change,17075.0,125
Illinois,Jackson,-50.65344624209055,% change,17077.0,129
Illinois,Jasper,nan,% change,17079.0,133
Illinois,Jefferson,nan,% change,17081.0,137
Illinois,Jersey,nan,% change,17083.0,142
Illinois,Jo Daviess,nan,% change,17085.0,145
Illinois,Johnson,nan,% change,17087.0,152
Illinois,Kane,nan,% change,17089.0,156
Illinois,Kankakee,nan,% change,17091.0,161
Illinois,Kendall,nan,% change,17093.0,165
Illinois,Knox,nan,% change,17095.0,166
Illinois,Lake,nan,% change,17097.0,170
Illinois,LaSalle,-80.75290353050453,% change,17099.0,175
Illinois,Lawrence,nan,% change,17101.0,177
Illinois,Lee,-81.25998399971003,% change,17103.0,180
Illinois,Livingston,nan,% change,17105.0,182
Illinois,Logan,nan,% change,17107.0,186
Illinois,McDonough,nan,% change,17109.0,189
Illinois,McHenry,nan,% change,17111.0,192
Illinois,McLean,nan,% change,17113.0,193
Illinois,Macon,nan,% change,17115.0,194
Illinois,Macoupin,-75.96439169139467,% change,17117.0,196
Illinois,Madison,nan,% change,17119.0,199
Illinois,Marion,nan,% change,17121.0,201
Illinois,Marshall,nan,% change,17123.0,202
Illinois,Mason,154.76881965612972,% change,17125.0,206
Illinois,Massac,nan,% change,17127.0,208
Illinois,Menard,nan,% change,17129.0,212
Illinois,Mercer,nan,% change,17131.0,216
Illinois,Monroe,nan,% change,17133.0,219
Illinois,Montgomery,nan,% change,17135.0,223
Illinois,Morgan,nan,% change,17137.0,225
Illinois,Moultrie,nan,% change,17139.0,227
Illinois,Ogle,-87.56639800941201,% change,17141.0,229
Illinois,Peoria,-22.774499175497105,% change,17143.0,233
Illinois,Perry,-45.28386664550099,% change,17145.0,235
Illinois,Piatt,nan,% change,17147.0,238
Illinois,Pike,nan,% change,17149.0,241
Illinois,Pope,nan,% change,17151.0,245
Illinois,Pulaski,nan,% change,17153.0,248
Illinois,Putnam,nan,% change,17155.0,253
Illinois,Randolph,103.69831453862011,% change,17157.0,255
Illinois,Richland,nan,% change,17159.0,259
Illinois,Rock Island,nan,% change,17161.0,265
Illinois,St. Clair,nan,% change,17163.0,269
Illinois,Saline,nan,% change,17165.0,271
Illinois,Sangamon,nan,% change,17167.0,274
Illinois,Schuyler,nan,% change,17169.0,278
Illinois,Scott,nan,% change,17171.0,280
Illinois,Shelby,nan,% change,17173.0,283
Illinois,Stark,nan,% change,17175.0,285
Illinois,Stephenson,31.76901685917766,% change,17177.0,290
Illinois,Tazewell,-11.859410208733639,% change,17179.0,291
Illinois,Union,nan,% change,17181.0,293
Illinois,Vermilion,116.32375872481559,% change,17183.0,296
Illinois,Wabash,nan,% change,17185.0,299
Illinois,Warren,-100.0,% change,17187.0,301
Illinois,Washington,-47.660919869832185,% change,17189.0,305
Illinois,Wayne,nan,% change,17191.0,310
Illinois,White,nan,% change,17193.0,312
Illinois,Whiteside,15.361310605405109,% change,17195.0,314
Illinois,Will,nan,% change,17197.0,320
Illinois,Williamson,nan,% change,17199.0,324
Illinois,Winnebago,225.96852984412374,% change,17201.0,325
Illinois,Woodford,nan,% change,17203.0,328
Indiana,Adams,26.486532827258348,% change,18001.0,330
Indiana,Allen,nan,% change,18003.0,335
Indiana,Bartholomew,14.436673255283544,% change,18005.0,342
Indiana,Benton,nan,% change,18007.0,179
Indiana,Blackford,nan,% change,18009.0,183
Indiana,Boone,nan,% change,18011.0,185
Indiana,Brown,-39.123156636110004,% change,18013.0,188
Indiana,Carroll,nan,% change,18015.0,195
Indiana,Cass,-29.83075870391031,% change,18017.0,211
Indiana,Clark,nan,% change,18019.0,215
Indiana,Clay,nan,% change,18021.0,221
Indiana,Clinton,-55.772397209159074,% change,18023.0,226
Indiana,Crawford,nan,% change,18025.0,232
Indiana,Daviess,nan,% change,18027.0,239
Indiana,Dearborn,nan,% change,18029.0,242
Indiana,Decatur,nan,% change,18031.0,246
Indiana,DeKalb,-25.757038507907236,% change,18033.0,249
Indiana,Delaware,nan,% change,18035.0,252
Indiana,Dubois,-72.46636155847995,% change,18037.0,254
Indiana,Elkhart,nan,% change,18039.0,260
Indiana,Fayette,nan,% change,18041.0,263
Indiana,Floyd,nan,% change,18043.0,267
Indiana,Fountain,nan,% change,18045.0,270
Indiana,Franklin,nan,% change,18047.0,272
Indiana,Fulton,nan,% change,18049.0,276
Indiana,Gibson,nan,% change,18051.0,286
Indiana,Grant,nan,% change,18053.0,297
Indiana,Greene,5.2886669600209215,% change,18055.0,309
Indiana,Hamilton,nan,% change,18057.0,321
Indiana,Hancock,-12.759270454101944,% change,18059.0,329
Indiana,Harrison,nan,% change,18061.0,334
Indiana,Hendricks,nan,% change,18063.0,341
Indiana,Henry,nan,% change,18065.0,344
Indiana,Howard,nan,% change,18067.0,348
Indiana,Huntington,-45.493014270891166,% change,18069.0,352
Indiana,Jackson,nan,% change,18071.0,355
Indiana,Jasper,nan,% change,18073.0,356
Indiana,Jay,nan,% change,18075.0,358
Indiana,Jefferson,295.3502675441294,% change,18077.0,363
Indiana,Jennings,nan,% change,18079.0,367
Indiana,Johnson,nan,% change,18081.0,370
Indiana,Knox,nan,% change,18083.0,376
Indiana,Kosciusko,-1.0024481381265384,% change,18085.0,384
Indiana,LaGrange,-32.060292168548585,% change,18087.0,386
Indiana,Lake,nan,% change,18089.0,389
Indiana,LaPorte,-57.07909476103731,% change,18091.0,392
Indiana,Lawrence,nan,% change,18093.0,396
Indiana,Madison,nan,% change,18095.0,401
Indiana,Marion,nan,% change,18097.0,409
Indiana,Marshall,nan,% change,18099.0,412
Indiana,Martin,nan,% change,18101.0,418
Indiana,Miami,nan,% change,18103.0,420
Indiana,Monroe,71.90451256215032,% change,18105.0,422
Indiana,Montgomery,nan,% change,18107.0,425
Indiana,Morgan,nan,% change,18109.0,430
Indiana,Newton,nan,% change,18111.0,433
Indiana,Noble,7.428703763721348,% change,18113.0,436
Indiana,Ohio,nan,% change,18115.0,440
Indiana,Orange,173.85450219088244,% change,18117.0,444
Indiana,Owen,nan,% change,18119.0,448
Indiana,Parke,nan,% change,18121.0,452
Indiana,Perry,nan,% change,18123.0,459
Indiana,Pike,nan,% change,18125.0,465
Indiana,Porter,19.416504829589627,% change,18127.0,468
Indiana,Posey,4.757910789172694,% change,18129.0,471
Indiana,Pulaski,nan,% change,18131.0,477
Indiana,Putnam,nan,% change,18133.0,480
Indiana,Randolph,-28.144584139265,% change,18135.0,485
Indiana,Ripley,nan,% change,18137.0,488
Indiana,Rush,5.662173822488023,% change,18139.0,493
Indiana,St. Joseph,nan,% change,18141.0,496
Indiana,Scott,nan,% change,18143.0,504
Indiana,Shelby,nan,% change,18145.0,506
Indiana,Spencer,nan,% change,18147.0,509
Indiana,Starke,nan,% change,18149.0,512
Indiana,Steuben,nan,% change,18151.0,515
Indiana,Sullivan,nan,% change,18153.0,518
Indiana,Switzerland,nan,% change,18155.0,526
Indiana,Tippecanoe,nan,% change,18157.0,530
Indiana,Tipton,nan,% change,18159.0,534
Indiana,Union,nan,% change,18161.0,538
Indiana,Vanderburgh,nan,% change,18163.0,543
Indiana,Vermillion,nan,% change,18165.0,548
Indiana,Vigo,nan,% change,18167.0,553
Indiana,Wabash,-84.31026329059684,% change,18169.0,555
Indiana,Warren,nan,% change,18171.0,567
Indiana,Warrick,-10.477050644003915,% change,18173.0,575
Indiana,Washington,nan,% change,18175.0,584
Indiana,Wayne,nan,% change,18177.0,586
Indiana,Wells,nan,% change,18179.0,590
Indiana,White,nan,% change,18181.0,594
Indiana,Whitley,1.2934557982964738,% change,18183.0,597
Iowa,Adair,425.57425213675214,% change,19001.0,598
Iowa,Adams,nan,% change,19003.0,602
Iowa,Allamakee,nan,% change,19005.0,608
Iowa,Appanoose,106.42671497204068,% change,19007.0,611
Iowa,Audubon,nan,% change,19009.0,615
Iowa,Benton,107.43321359491573,% change,19011.0,619
Iowa,Black Hawk,nan,% change,19013.0,623
Iowa,Boone,nan,% change,19015.0,625
Iowa,Bremer,nan,% change,19017.0,631
Iowa,Buchanan,nan,% change,19019.0,632
Iowa,Buena Vista,nan,% change,19021.0,633
Iowa,Butler,nan,% change,19023.0,361
Iowa,Calhoun,-59.87494957644211,% change,19025.0,365
Iowa,Carroll,111.97049576783557,% change,19027.0,369
Iowa,Cass,nan,% change,19029.0,374
Iowa,Cedar,-57.86708535254493,% change,19031.0,379
Iowa,Cerro Gordo,nan,% change,19033.0,383
Iowa,Cherokee,nan,% change,19035.0,388
Iowa,Chickasaw,nan,% change,19037.0,393
Iowa,Clarke,nan,% change,19039.0,397
Iowa,Clay,nan,% change,19041.0,398
Iowa,Clayton,148.98533477134396,% change,19043.0,402
Iowa,Clinton,28.28643171384197,% change,19045.0,404
Iowa,Crawford,nan,% change,19047.0,408
Iowa,Dallas,nan,% change,19049.0,413
Iowa,Davis,82.08011481724698,% change,19051.0,416
Iowa,Decatur,nan,% change,19053.0,419
Iowa,Delaware,58.13360372058376,% change,19055.0,421
Iowa,Des Moines,-85.01974713728607,% change,19057.0,424
Iowa,Dickinson,nan,% change,19059.0,427
Iowa,Dubuque,nan,% change,19061.0,434
Iowa,Emmet,nan,% change,19063.0,437
Iowa,Fayette,nan,% change,19065.0,442
Iowa,Floyd,nan,% change,19067.0,447
Iowa,Franklin,nan,% change,19069.0,451
Iowa,Fremont,nan,% change,19071.0,455
Iowa,Greene,nan,% change,19073.0,458
Iowa,Grundy,137.7990507601963,% change,19075.0,460
Iowa,Guthrie,nan,% change,19077.0,467
Iowa,Hamilton,nan,% change,19079.0,469
Iowa,Hancock,nan,% change,19081.0,470
Iowa,Hardin,nan,% change,19083.0,475
Iowa,Harrison,-71.49716417723579,% change,19085.0,478
Iowa,Henry,72.50809948661718,% change,19087.0,479
Iowa,Howard,nan,% change,19089.0,481
Iowa,Humboldt,nan,% change,19091.0,487
Iowa,Ida,nan,% change,19093.0,491
Iowa,Iowa,nan,% change,19095.0,495
Iowa,Jackson,nan,% change,19097.0,499
Iowa,Jasper,nan,% change,19099.0,505
Iowa,Jefferson,4.250776049236516,% change,19101.0,507
Iowa,Johnson,nan,% change,19103.0,508
Iowa,Jones,172.58128700378532,% change,19105.0,516
Iowa,Keokuk,-25.244365175121082,% change,19107.0,520
Iowa,Kossuth,nan,% change,19109.0,523
Iowa,Lee,nan,% change,19111.0,531
Iowa,Linn,12.429005221614783,% change,19113.0,535
Iowa,Louisa,nan,% change,19115.0,539
Iowa,Lucas,nan,% change,19117.0,542
Iowa,Lyon,nan,% change,19119.0,546
Iowa,Madison,nan,% change,19121.0,550
Iowa,Mahaska,-34.44234973896748,% change,19123.0,554
Iowa,Marion,nan,% change,19125.0,561
Iowa,Marshall,-7.4750588016905954,% change,19127.0,568
Iowa,Mills,nan,% change,19129.0,569
Iowa,Mitchell,nan,% change,19131.0,572
Iowa,Monona,nan,% change,19133.0,576
Iowa,Monroe,nan,% change,19135.0,580
Iowa,Montgomery,nan,% change,19137.0,595
Iowa,Muscatine,nan,% change,19139.0,600
Iowa,O'Brien,1.7928989906119754,% change,19141.0,604
Iowa,Osceola,nan,% change,19143.0,607
Iowa,Page,nan,% change,19145.0,612
Iowa,Palo Alto,nan,% change,19147.0,618
Iowa,Plymouth,nan,% change,19149.0,622
Iowa,Pocahontas,nan,% change,19151.0,624
Iowa,Polk,nan,% change,19153.0,629
Iowa,Pottawattamie,-19.790897445557977,% change,19155.0,637
Iowa,Poweshiek,103.92073300660563,% change,19157.0,640
Iowa,Ringgold,nan,% change,19159.0,642
Iowa,Sac,nan,% change,19161.0,647
Iowa,Scott,nan,% change,19163.0,657
Iowa,Shelby,nan,% change,19165.0,660
Iowa,Sioux,46.16827717022806,% change,19167.0,663
Iowa,Story,70.28529227553919,% change,19169.0,668
Iowa,Tama,nan,% change,19171.0,671
Iowa,Taylor,nan,% change,19173.0,674
Iowa,Union,nan,% change,19175.0,675
Iowa,Van Buren,106.33217064663269,% change,19177.0,678
Iowa,Wapello,nan,% change,19179.0,681
Iowa,Warren,57.08975164778286,% change,19181.0,685
Iowa,Washington,82.49598119278735,% change,19183.0,687
Iowa,Wayne,nan,% change,19185.0,691
Iowa,Webster,129.58295959502232,% change,19187.0,694
Iowa,Winnebago,nan,% change,19189.0,696
Iowa,Winneshiek,nan,% change,19191.0,698
Iowa,Woodbury,nan,% change,19193.0,702
Iowa,Worth,nan,% change,19195.0,703
Iowa,Wright,nan,% change,19197.0,705
Kansas,Allen,nan,% change,20001.0,709
Kansas,Anderson,nan,% change,20003.0,712
Kansas,Atchison,nan,% change,20005.0,715
Kansas,Barber,nan,% change,20007.0,717
Kansas,Barton,nan,% change,20009.0,719
Kansas,Bourbon,nan,% change,20011.0,722
Kansas,Brown,nan,% change,20013.0,723
Kansas,Butler,8.431273218507254,% change,20015.0,726
Kansas,Chase,nan,% change,20017.0,729
Kansas,Chautauqua,nan,% change,20019.0,730
Kansas,Cherokee,nan,% change,20021.0,732
Kansas,Cheyenne,nan,% change,20023.0,736
Kansas,Clark,nan,% change,20025.0,738
Kansas,Clay,nan,% change,20027.0,739
Kansas,Cloud,-7.064928153273016,% change,20029.0,740
Kansas,Coffey,-100.0,% change,20031.0,745
Kansas,Comanche,nan,% change,20033.0,748
Kansas,Cowley,-59.70377984614012,% change,20035.0,752
Kansas,Crawford,-53.18843000608033,% change,20037.0,756
Kansas,Decatur,nan,% change,20039.0,759
Kansas,Dickinson,nan,% change,20041.0,762
Kansas,Doniphan,-46.55891030487111,% change,20043.0,765
Kansas,Douglas,nan,% change,20045.0,767
Kansas,Edwards,nan,% change,20047.0,770
Kansas,Elk,nan,% change,20049.0,773
Kansas,Ellis,nan,% change,20051.0,774
Kansas,Ellsworth,nan,% change,20053.0,776
Kansas,Finney,nan,% change,20055.0,778
Kansas,Ford,nan,% change,20057.0,784
Kansas,Franklin,-57.67705689931074,% change,20059.0,786
Kansas,Geary,nan,% change,20061.0,788
Kansas,Gove,nan,% change,20063.0,790
Kansas,Graham,nan,% change,20065.0,791
Kansas,Grant,nan,% change,20067.0,794
Kansas,Gray,nan,% change,20069.0,798
Kansas,Greeley,nan,% change,20071.0,801
Kansas,Greenwood,nan,% change,20073.0,803
Kansas,Hamilton,nan,% change,20075.0,805
Kansas,Harper,nan,% change,20077.0,807
Kansas,Harvey,nan,% change,20079.0,812
Kansas,Haskell,nan,% change,20081.0,815
Kansas,Hodgeman,nan,% change,20083.0,818
Kansas,Jackson,nan,% change,20085.0,819
Kansas,Jefferson,nan,% change,20087.0,821
Kansas,Jewell,nan,% change,20089.0,822
Kansas,Johnson,nan,% change,20091.0,824
Kansas,Kearny,nan,% change,20093.0,826
Kansas,Kingman,nan,% change,20095.0,827
Kansas,Kiowa,nan,% change,20097.0,829
Kansas,Labette,nan,% change,20099.0,831
Kansas,Lane,nan,% change,20101.0,833
Kansas,Leavenworth,nan,% change,20103.0,836
Kansas,Lincoln,nan,% change,20105.0,838
Kansas,Linn,nan,% change,20107.0,840
Kansas,Logan,nan,% change,20109.0,842
Kansas,Lyon,nan,% change,20111.0,844
Kansas,McPherson,nan,% change,20113.0,846
Kansas,Marion,nan,% change,20115.0,848
Kansas,Marshall,nan,% change,20117.0,850
Kansas,Meade,nan,% change,20119.0,851
Kansas,Miami,nan,% change,20121.0,853
Kansas,Mitchell,nan,% change,20123.0,854
Kansas,Montgomery,234.7587687487307,% change,20125.0,856
Kansas,Morris,nan,% change,20127.0,858
Kansas,Morton,nan,% change,20129.0,859
Kansas,Nemaha,nan,% change,20131.0,861
Kansas,Neosho,nan,% change,20133.0,862
Kansas,Ness,nan,% change,20135.0,864
Kansas,Norton,nan,% change,20137.0,866
Kansas,Osage,nan,% change,20139.0,867
Kansas,Osborne,nan,% change,20141.0,869
Kansas,Ottawa,nan,% change,20143.0,870
Kansas,Pawnee,nan,% change,20145.0,872
Kansas,Phillips,nan,% change,20147.0,873
Kansas,Pottawatomie,-1.2688131441489887,% change,20149.0,876
Kansas,Pratt,nan,% change,20151.0,878
Kansas,Rawlins,nan,% change,20153.0,880
Kansas,Reno,9.262151740756076,% change,20155.0,882
Kansas,Republic,nan,% change,20157.0,884
Kansas,Rice,nan,% change,20159.0,886
Kansas,Riley,nan,% change,20161.0,888
Kansas,Rooks,nan,% change,20163.0,889
Kansas,Rush,nan,% change,20165.0,891
Kansas,Russell,nan,% change,20167.0,893
Kansas,Saline,-89.86501002578058,% change,20169.0,895
Kansas,Scott,nan,% change,20171.0,897
Kansas,Sedgwick,nan,% change,20173.0,898
Kansas,Seward,nan,% change,20175.0,900
Kansas,Shawnee,nan,% change,20177.0,902
Kansas,Sheridan,nan,% change,20179.0,904
Kansas,Sherman,nan,% change,20181.0,907
Kansas,Smith,nan,% change,20183.0,909
Kansas,Stafford,nan,% change,20185.0,911
Kansas,Stanton,nan,% change,20187.0,913
Kansas,Stevens,nan,% change,20189.0,914
Kansas,Sumner,nan,% change,20191.0,916
Kansas,Thomas,-100.0,% change,20193.0,917
Kansas,Trego,nan,% change,20195.0,919
Kansas,Wabaunsee,-57.71647661107815,% change,20197.0,920
Kansas,Wallace,nan,% change,20199.0,921
Kansas,Washington,-76.7617253496774,% change,20201.0,922
Kansas,Wichita,nan,% change,20203.0,923
Kansas,Wilson,nan,% change,20205.0,925
Kansas,Woodson,nan,% change,20207.0,926
Kansas,Wyandotte,-51.28397633052383,% change,20209.0,927
Kentucky,Adair,141.8937880517504,% change,21001.0,928
Kentucky,Allen,nan,% change,21003.0,929
Kentucky,Anderson,nan,% change,21005.0,930
Kentucky,Ballard,-50.67453625632379,% change,21007.0,932
Kentucky,Barren,nan,% change,21009.0,933
Kentucky,Bath,-73.98121031009316,% change,21011.0,934
Kentucky,Bell,nan,% change,21013.0,936
Kentucky,Boone,nan,% change,21015.0,1002
Kentucky,Bourbon,nan,% change,21017.0,1005
Kentucky,Boyd,nan,% change,21019.0,1008
Kentucky,Boyle,-53.805629363792185,% change,21021.0,1010
Kentucky,Bracken,nan,% change,21023.0,1013
Kentucky,Breathitt,nan,% change,21025.0,1017
Kentucky,Breckinridge,60.37983666152085,% change,21027.0,1020
Kentucky,Bullitt,nan,% change,21029.0,1024
Kentucky,Butler,nan,% change,21031.0,1026
Kentucky,Caldwell,nan,% change,21033.0,1031
Kentucky,Calloway,nan,% change,21035.0,1033
Kentucky,Campbell,nan,% change,21037.0,1035
Kentucky,Carlisle,nan,% change,21039.0,1039
Kentucky,Carroll,-31.184914157050386,% change,21041.0,1041
Kentucky,Carter,34.16569520340012,% change,21043.0,1044
Kentucky,Casey,nan,% change,21045.0,1048
Kentucky,Christian,24.57724378811961,% change,21047.0,1050
Kentucky,Clark,280.4420233660899,% change,21049.0,1053
Kentucky,Clay,-8.964813183580073,% change,21051.0,1056
Kentucky,Clinton,nan,% change,21053.0,1059
Kentucky,Crittenden,-38.27525987525987,% change,21055.0,1064
Kentucky,Cumberland,nan,% change,21057.0,1067
Kentucky,Daviess,nan,% change,21059.0,1071
Kentucky,Edmonson,27.723821296132794,% change,21061.0,1073
Kentucky,Elliott,nan,% change,21063.0,1075
Kentucky,Estill,nan,% change,21065.0,1077
Kentucky,Fayette,4.742298472271477,% change,21067.0,1080
Kentucky,Fleming,nan,% change,21069.0,1083
Kentucky,Floyd,2.866705843276522,% change,21071.0,1085
Kentucky,Franklin,nan,% change,21073.0,1086
Kentucky,Fulton,nan,% change,21075.0,1088
Kentucky,Gallatin,nan,% change,21077.0,1090
Kentucky,Garrard,-76.83472363401415,% change,21079.0,1092
Kentucky,Grant,nan,% change,21081.0,1094
Kentucky,Graves,-10.787517095611085,% change,21083.0,1097
Kentucky,Grayson,nan,% change,21085.0,1100
Kentucky,Green,nan,% change,21087.0,1102
Kentucky,Greenup,-64.891020450061,% change,21089.0,1105
Kentucky,Hancock,nan,% change,21091.0,1107
Kentucky,Hardin,nan,% change,21093.0,1110
Kentucky,Harlan,nan,% change,21095.0,1114
Kentucky,Harrison,nan,% change,21097.0,1119
Kentucky,Hart,nan,% change,21099.0,1121
Kentucky,Henderson,-44.83039465595351,% change,21101.0,1126
Kentucky,Henry,nan,% change,21103.0,1129
Kentucky,Hickman,nan,% change,21105.0,1130
Kentucky,Hopkins,nan,% change,21107.0,1136
Kentucky,Jackson,nan,% change,21109.0,1140
Kentucky,Jefferson,-29.56385160960427,% change,21111.0,1143
Kentucky,Jessamine,nan,% change,21113.0,1145
Kentucky,Johnson,-60.124642506509595,% change,21115.0,1148
Kentucky,Kenton,47.326347391934036,% change,21117.0,1151
Kentucky,Knott,nan,% change,21119.0,1154
Kentucky,Knox,nan,% change,21121.0,1159
Kentucky,Larue,nan,% change,21123.0,1162
Kentucky,Laurel,nan,% change,21125.0,1166
Kentucky,Lawrence,nan,% change,21127.0,1167
Kentucky,Lee,nan,% change,21129.0,1171
Kentucky,Leslie,nan,% change,21131.0,1175
Kentucky,Letcher,-31.75385815365758,% change,21133.0,1178
Kentucky,Lewis,-59.28519751121401,% change,21135.0,1180
Kentucky,Lincoln,nan,% change,21137.0,1184
Kentucky,Livingston,nan,% change,21139.0,1187
Kentucky,Logan,nan,% change,21141.0,1190
Kentucky,Lyon,-26.691372813256457,% change,21143.0,1193
Kentucky,McCracken,nan,% change,21145.0,1196
Kentucky,McCreary,nan,% change,21147.0,1198
Kentucky,McLean,nan,% change,21149.0,1201
Kentucky,Madison,-20.851781200445885,% change,21151.0,1204
Kentucky,Magoffin,nan,% change,21153.0,1206
Kentucky,Marion,nan,% change,21155.0,1210
Kentucky,Marshall,nan,% change,21157.0,1213
Kentucky,Martin,nan,% change,21159.0,1215
Kentucky,Mason,nan,% change,21161.0,1217
Kentucky,Meade,53.130296308934774,% change,21163.0,1220
Kentucky,Menifee,nan,% change,21165.0,1222
Kentucky,Mercer,-31.46226489710046,% change,21167.0,1225
Kentucky,Metcalfe,nan,% change,21169.0,1228
Kentucky,Monroe,nan,% change,21171.0,1230
Kentucky,Montgomery,nan,% change,21173.0,1233
Kentucky,Morgan,nan,% change,21175.0,1235
Kentucky,Muhlenberg,-28.80396346439204,% change,21177.0,1238
Kentucky,Nelson,nan,% change,21179.0,1243
Kentucky,Nicholas,nan,% change,21181.0,1246
Kentucky,Ohio,44.61013869696504,% change,21183.0,1249
Kentucky,Oldham,nan,% change,21185.0,1252
Kentucky,Owen,nan,% change,21187.0,1255
Kentucky,Owsley,-48.345679502710865,% change,21189.0,1257
Kentucky,Pendleton,nan,% change,21191.0,1260
Kentucky,Perry,-34.6455857385399,% change,21193.0,1265
Kentucky,Pike,nan,% change,21195.0,1267
Kentucky,Powell,nan,% change,21197.0,1270
Kentucky,Pulaski,19.36235901959548,% change,21199.0,1272
Kentucky,Robertson,nan,% change,21201.0,1273
Kentucky,Rockcastle,-33.32552510345905,% change,21203.0,1276
Kentucky,Rowan,nan,% change,21205.0,1279
Kentucky,Russell,nan,% change,21207.0,1282
Kentucky,Scott,-28.795374021268515,% change,21209.0,1283
Kentucky,Shelby,nan,% change,21211.0,1285
Kentucky,Simpson,nan,% change,21213.0,1287
Kentucky,Spencer,nan,% change,21215.0,1000
Kentucky,Taylor,99.70118822031897,% change,21217.0,1003
Kentucky,Todd,nan,% change,21219.0,1006
Kentucky,Trigg,97.28146823272081,% change,21221.0,1009
Kentucky,Trimble,nan,% change,21223.0,1012
Kentucky,Union,nan,% change,21225.0,1016
Kentucky,Warren,nan,% change,21227.0,1019
Kentucky,Washington,68.8709179232303,% change,21229.0,1023
Kentucky,Wayne,-26.147084048027438,% change,21231.0,1027
Kentucky,Webster,nan,% change,21233.0,1029
Kentucky,Whitley,nan,% change,21235.0,1034
Kentucky,Wolfe,-18.52016689847009,% change,21237.0,1037
Kentucky,Woodford,nan,% change,21239.0,1042
Louisiana,Acadia,nan,% change,22001.0,1046
Louisiana,Allen,nan,% change,22003.0,1051
Louisiana,Ascension,nan,% change,22005.0,1055
Louisiana,Assumption,nan,% change,22007.0,1060
Louisiana,Avoyelles,-7.756291690917701,% change,22009.0,1062
Louisiana,Beauregard,-54.37334374805324,% change,22011.0,1066
Louisiana,Bienville,-48.43598833130239,% change,22013.0,1069
Louisiana,Bossier,nan,% change,22015.0,1076
